Observers_PepperObserver_Encoder_encoderFiniteDifferences_0;Observers_PepperObserver_Encoder_encoderFiniteDifferences_1;Observers_PepperObserver_Encoder_encoderFiniteDifferences_2;Observers_PepperObserver_Encoder_encoderFiniteDifferences_3;Observers_PepperObserver_Encoder_encoderFiniteDifferences_4;Observers_PepperObserver_Encoder_encoderFiniteDifferences_5;Observers_PepperObserver_Encoder_encoderFiniteDifferences_6;Observers_PepperObserver_Encoder_encoderFiniteDifferences_7;Observers_PepperObserver_Encoder_encoderFiniteDifferences_8;Observers_PepperObserver_Encoder_encoderFiniteDifferences_9;Observers_PepperObserver_Encoder_encoderFiniteDifferences_10;Observers_PepperObserver_Encoder_encoderFiniteDifferences_11;_angularAcceleration_x;_angularAcceleration_y;_angularAcceleration_z;_angularVelocity_x;_angularVelocity_y;_angularVelocity_z;_linearAcceleration_x;_linearAcceleration_y;_linearAcceleration_z;_linearVelocity_x;_linearVelocity_y;_linearVelocity_z;_orientation_w;_orientation_x;_orientation_y;_orientation_z;_position_x;_position_y;_position_z;ff_qw;ff_qx;ff_qy;ff_qz;ff_tx;ff_ty;ff_tz;perf_ControllerRun;perf_FrameworkCost;perf_GlobalRun;perf_Gui;perf_Log;perf_ObserversRun;perf_SolverBuildAndSolve;perf_SolverSolve;qDDotOut_0;qDDotOut_1;qDDotOut_2;qDDotOut_3;qDDotOut_4;qDDotOut_5;qDDotOut_6;qDDotOut_7;qDDotOut_8;qDDotOut_9;qDDotOut_10;qDDotOut_11;qDotOut_0;qDotOut_1;qDotOut_2;qDotOut_3;qDotOut_4;qDotOut_5;qDotOut_6;qDotOut_7;qDotOut_8;qDotOut_9;qDotOut_10;qDotOut_11;qIn_0;qIn_1;qIn_2;qIn_3;qIn_4;qIn_5;qIn_6;qIn_7;qIn_8;qIn_9;qIn_10;qIn_11;qOut_0;qOut_1;qOut_2;qOut_3;qOut_4;qOut_5;qOut_6;qOut_7;qOut_8;qOut_9;qOut_10;qOut_11;t;tauIn_0;tauIn_1;tauIn_2;tauIn_3;tauIn_4;tauIn_5;tauIn_6;tauIn_7;tauIn_8;tauIn_9;tauIn_10;tauIn_11;tauOut_0;tauOut_1;tauOut_2;tauOut_3;tauOut_4;tauOut_5;tauOut_6;tauOut_7;tauOut_8;tauOut_9;tauOut_10;tauOut_11;timeWall
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100;0.012083;0.008032;0;0.018997;0;0;0;0;0;0;0;0;-14.9196;-0.609998;-30.6838;4.42956;0;0;0;0;0;0;0;0;-0.149196;-0.00609998;-0.306838;0.0442956;0;0;1.5708;0.147262;-1.57386;-0.00766993;0.024502;0.5;1.56773;-0.145728;1.57386;0.00613594;-0.024586;0.49297;1.5708;0.147262;-1.57386;-0.00766993;0.026036;0.5;1.56698;-0.145759;1.57233;0.00635742;-0.024586;0.49297;0;0;0.256;0;0;0;0;0;0.288;0.064;0.096;0;0;-0.0946359;-0.00118169;0;-6.05234e-07;-3.01728e-07;0;0.457747;0.000471469;-3.15084e-08;-5.77422e-07;-3.00051e-07;6.28403e-09;1676679759036406952
0;0;0;0;-0.153399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2001.16;0.0139129;2001.44;0.005308;0.150718;0.034362;0.408503;0.037155;0;0;0;0;0;0;-13.9685;-0.571114;-28.7279;4.1472;0;0;0;0;0;0;0;0;-0.288881;-0.0118111;-0.594117;0.0857676;0;0;1.5708;0.147262;-1.57386;-0.00766993;0.024502;0.5;1.56773;-0.145728;1.57386;0.00613594;-0.024586;0.49297;1.5708;0.147262;-1.57386;-0.00766993;0.026036;0.5;1.56479;-0.145848;1.56783;0.00700774;-0.024586;0.49297;0.01;0;0.256;0;0;0;0;0;0.288;0.064;0.096;0;0;-0.0946359;-0.00118169;0;-6.05234e-07;-3.01728e-07;0;0.435929;0.000531855;-2.94988e-08;-5.75761e-07;-2.98574e-07;6.0311e-09;1676679759040372899
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.415278;31.1644;0.60329;0.002863;0.100223;0.012292;0.171112;0.021371;0;0;0;0;0;0;-13.0632;-0.534098;-26.8659;3.8784;0;0;0;0;0;0;0;0;-0.419513;-0.0171521;-0.862777;0.124552;0;0;1.5708;0.147262;-1.57386;-0.00766993;0.024502;0.5;1.56773;-0.145728;1.57386;0.00613594;-0.024586;0.49297;1.5708;0.147262;-1.57386;-0.00766993;0.026036;0.5;1.56125;-0.145993;1.56054;0.00805933;-0.024586;0.49297;0.02;0;0.256;0;0;0;0;0;0.288;0.064;0.096;0;0;-0.0946359;-0.00118169;0;-6.05234e-07;-3.01728e-07;0;0.415967;0.000598299;-2.75861e-08;-5.71577e-07;-2.95976e-07;5.86881e-09;1676679759042786759
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.148553;32.3042;0.219442;0.002864;0.036248;0.010616;0.067397;0.007683;0;0;0;0;0;0;-12.2016;-0.49887;-25.0939;3.6226;0;0;0;0;0;0;0;0;-0.541529;-0.0221408;-1.11372;0.160778;0;0;1.5708;0.147262;-1.57386;-0.00766993;0.024502;0.5;1.56773;-0.145728;1.57386;0.00613594;-0.024586;0.49297;1.5708;0.147262;-1.57386;-0.00766993;0.026036;0.5;1.55644;-0.146189;1.55066;0.00948598;-0.024586;0.49297;0.03;0;0.256;0;0;0;0;0;0.288;0.064;0.096;0;0;-0.0946359;-0.00118169;0;-6.05234e-07;-3.01728e-07;0;0.397735;0.000669768;-2.57671e-08;-5.65375e-07;-2.92489e-07;5.77914e-09;1676679759045390239
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.136889;33.1515;0.204775;0.029333;0.035829;0.014248;0.062578;0.007124;0;0;0;0;0;0;-11.3818;-0.465354;-23.408;3.37922;0;0;0;0;0;0;0;0;-0.655347;-0.0267943;-1.3478;0.19457;0;0;1.5708;0.147262;-1.57386;-0.00766993;0.024502;0.5;1.56773;-0.145728;1.57386;0.00613594;-0.024586;0.49297;1.5708;0.147262;-1.57386;-0.00766993;0.026036;0.5;1.55046;-0.146434;1.53835;0.0112627;-0.024586;0.49297;0.04;0;0.256;0;0;0;0;0;0.288;0.064;0.096;0;0;-0.0946359;-0.00118169;0;-6.05234e-07;-3.01728e-07;0;0.38111;0.000745263;-2.40388e-08;-5.57579e-07;-2.8831e-07;5.74644e-09;1676679759048284888
0;0;0;0;0;0;0;-0.153399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.170204;41.1352;0.289144;0.002305;0.049517;0.009987;0.067816;0.009638;0;0;0;0;0;0;-10.6021;-0.433476;-21.8045;3.14773;0;0;0;0;0;0;0;0;-0.761368;-0.0311291;-1.56584;0.226047;0;0;1.5708;0.147262;-1.57386;-0.00766993;0.024502;0.5;1.56773;-0.147262;1.57386;0.00613594;-0.024586;0.49297;1.5708;0.147262;-1.57386;-0.00766993;0.026036;0.5;1.54338;-0.146724;1.52378;0.0133658;-0.024586;0.49297;0.05;0;0.256;0;0;0;0;0;0.288;0.064;0.096;0;0;-0.0946359;-0.00118169;0;-6.05234e-07;-3.01728e-07;0;0.365966;0.000823844;-2.23984e-08;-5.48542e-07;-2.83605e-07;5.75708e-09;1676679759053001352
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.11873;33.5163;0.178585;0.004679;0.028635;0.019347;0.054267;0.007194;0;0;0;0;0;0;-9.86076;-0.403164;-20.2798;2.92762;0;0;0;0;0;0;0;0;-0.859976;-0.0351607;-1.76864;0.255323;0;0;1.5708;0.147262;-1.57386;-0.00766993;0.024502;0.5;1.56773;-0.147262;1.57386;0.00613594;-0.024586;0.49297;1.5708;0.147262;-1.57386;-0.00766993;0.026036;0.5;1.53527;-0.147055;1.50711;0.0157727;-0.024586;0.49297;0.06;0;0.256;0;0;0;0;0;0.288;0.064;0.096;0;0;-0.0946359;-0.00118169;0;-6.05234e-07;-3.01728e-07;0;0.352185;0.000904653;-2.0843e-08;-5.38557e-07;-2.78519e-07;5.79914e-09;1676679759055884617
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.22922;34.7125;0.351093;0.005169;0.065581;0.02675;0.094426;0.012431;0;0;0;0;0;0;-9.15604;-0.374352;-18.8304;2.71839;0;0;0;0;0;0;0;0;-0.951536;-0.0389043;-1.95694;0.282507;0;0;1.5708;0.147262;-1.57386;-0.00766993;0.024502;0.5;1.56773;-0.147262;1.57386;0.00613594;-0.024586;0.49297;1.5708;0.147262;-1.57386;-0.00766993;0.026036;0.5;1.52621;-0.147426;1.48848;0.0184618;-0.024586;0.49297;0.07;0;0.256;0;0;0;0;0;0.288;0.064;0.096;0;0;-0.0946359;-0.00118169;0;-6.05234e-07;-3.01728e-07;0;0.339651;0.00098692;-1.93699e-08;-5.27864e-07;-2.73172e-07;5.86226e-09;1676679759060917043
0;0;0;0;0;0;0;0.153399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.336916;34.6074;0.51522;0.00426;0.102248;0.025003;0.136889;0.017321;0;0;0;0;0;0;-8.48639;-0.346972;-17.4532;2.51957;0;0;0;0;0;0;0;0;-1.0364;-0.042374;-2.13148;0.307703;0;0;1.5708;0.147262;-1.57386;-0.00766993;0.024502;0.5;1.56773;-0.145728;1.57386;0.00613594;-0.024586;0.49297;1.5708;0.147262;-1.57386;-0.00766993;0.026036;0.5;1.51627;-0.147832;1.46804;0.0214129;-0.024586;0.49297;0.08;0;0.256;0;0;0;0;0;0.288;0.064;0.096;0;0;-0.0946359;-0.00118169;0;-6.05234e-07;-3.01728e-07;0;0.328255;0.00106997;-1.79761e-08;-5.16662e-07;-2.67667e-07;5.93736e-09;1676679759064188347
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.304439;35.2976;0.470522;0.043232;0.093936;0.025772;0.11929;0.016413;0;0;0;0;0;0;-7.85027;-0.320964;-16.145;2.33071;0;0;0;0;0;0;0;0;-1.1149;-0.0455836;-2.29293;0.33101;0;0;1.5708;0.147262;-1.57386;-0.00766993;0.024502;0.5;1.56773;-0.145728;1.57386;0.00613594;-0.024586;0.49297;1.5708;0.147262;-1.57386;-0.00766993;0.026036;0.5;1.50552;-0.148272;1.44592;0.0246064;-0.024586;0.49297;0.09;0;0.256;0;0;0;0;0;0.288;0.064;0.096;0;0;-0.0946359;-0.00118169;0;-6.05234e-07;-3.01728e-07;0;0.317892;0.0011532;-1.66586e-08;-5.05113e-07;-2.6209e-07;6.01655e-09;1676679759067476134
