Observers_PepperObserver_Encoder_encoderFiniteDifferences_0;Observers_PepperObserver_Encoder_encoderFiniteDifferences_1;Observers_PepperObserver_Encoder_encoderFiniteDifferences_2;Observers_PepperObserver_Encoder_encoderFiniteDifferences_3;Observers_PepperObserver_Encoder_encoderFiniteDifferences_4;Observers_PepperObserver_Encoder_encoderFiniteDifferences_5;Observers_PepperObserver_Encoder_encoderFiniteDifferences_6;Observers_PepperObserver_Encoder_encoderFiniteDifferences_7;Observers_PepperObserver_Encoder_encoderFiniteDifferences_8;Observers_PepperObserver_Encoder_encoderFiniteDifferences_9;Observers_PepperObserver_Encoder_encoderFiniteDifferences_10;Observers_PepperObserver_Encoder_encoderFiniteDifferences_11;_angularAcceleration_x;_angularAcceleration_y;_angularAcceleration_z;_angularVelocity_x;_angularVelocity_y;_angularVelocity_z;_linearAcceleration_x;_linearAcceleration_y;_linearAcceleration_z;_linearVelocity_x;_linearVelocity_y;_linearVelocity_z;_orientation_w;_orientation_x;_orientation_y;_orientation_z;_position_x;_position_y;_position_z;ff_qw;ff_qx;ff_qy;ff_qz;ff_tx;ff_ty;ff_tz;perf_ControllerRun;perf_FrameworkCost;perf_GlobalRun;perf_Gui;perf_Log;perf_ObserversRun;perf_SolverBuildAndSolve;perf_SolverSolve;qDDotOut_0;qDDotOut_1;qDDotOut_2;qDDotOut_3;qDDotOut_4;qDDotOut_5;qDDotOut_6;qDDotOut_7;qDDotOut_8;qDDotOut_9;qDDotOut_10;qDDotOut_11;qDotOut_0;qDotOut_1;qDotOut_2;qDotOut_3;qDotOut_4;qDotOut_5;qDotOut_6;qDotOut_7;qDotOut_8;qDotOut_9;qDotOut_10;qDotOut_11;qIn_0;qIn_1;qIn_2;qIn_3;qIn_4;qIn_5;qIn_6;qIn_7;qIn_8;qIn_9;qIn_10;qIn_11;qOut_0;qOut_1;qOut_2;qOut_3;qOut_4;qOut_5;qOut_6;qOut_7;qOut_8;qOut_9;qOut_10;qOut_11;t;tauIn_0;tauIn_1;tauIn_2;tauIn_3;tauIn_4;tauIn_5;tauIn_6;tauIn_7;tauIn_8;tauIn_9;tauIn_10;tauIn_11;tauOut_0;tauOut_1;tauOut_2;tauOut_3;tauOut_4;tauOut_5;tauOut_6;tauOut_7;tauOut_8;tauOut_9;tauOut_10;tauOut_11;timeWall
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100;0.003771;0.007473;0;0.018228;0;0;0;0;0;0;0;0;-19.6254;0.805738;-10.3823;10.7376;0;0;0;0;0;0;0;0;-0.196254;0.00805738;-0.103823;0.107376;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.56926;-0.145728;1.57693;0.0122719;-0.019984;0.493849;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.56981;-0.145688;1.57641;0.0128088;-0.021518;0.493849;0;0;0.288;0;0.032;0;0;0;0.256;0.192;0;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.63125;0.00529853;-8.18069e-09;-7.40313e-07;-3.47462e-07;-1.01366e-09;1676678539153445298
0;0;0;0;0;0.0878692;-0.153399;0;0;0;0.153399;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2001.09;0.0133795;2001.36;0.003842;0.143105;0.014318;0.418629;0.037295;0;0;0;0;0;0;-18.3744;0.754376;-9.72049;10.0531;0;0;0;0;0;0;0;0;-0.379998;0.0156011;-0.201028;0.207907;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.56926;-0.145728;1.57693;0.0122719;-0.019984;0.493849;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.56693;-0.14557;1.57489;0.0143852;-0.021518;0.493849;0.01;0;0.288;0;0.032;0;0;0;0.256;0.192;0;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.599971;0.00506299;-7.665e-09;-7.37093e-07;-3.45404e-07;-8.94589e-10;1676678539156224150
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.170483;32.0622;0.25094;0.00468;0.040368;0.019136;0.078781;0.00866;0;0;0;0;0;0;-17.1835;0.705482;-9.09047;9.40154;0;0;0;0;0;0;0;0;-0.551832;0.022656;-0.291933;0.301923;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.56926;-0.145728;1.57693;0.0122719;-0.019984;0.493849;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.56227;-0.145378;1.57242;0.0169343;-0.021518;0.493849;0.02;0;0.288;0;0.032;0;0;0;0.256;0.192;0;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.571956;0.00485486;-7.17794e-09;-7.36265e-07;-3.43594e-07;-7.5221e-10;1676678539160430632
0;0;0;0;0;0;0.153399;0.153399;0;0;0;-0.0878811;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.188013;32.9849;0.280553;0.036318;0.043232;0.019975;0.084508;0.00866;0;0;0;0;0;0;-16.0501;0.658951;-8.49089;8.78145;0;0;0;0;0;0;0;0;-0.712333;0.0292455;-0.376842;0.389737;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.5708;-0.144194;1.57693;0.0122719;-0.019984;0.49297;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.55595;-0.145119;1.56908;0.0203926;-0.021518;0.493849;0.03;0;0.32;0;0;0.016;0;0;0.256;0.16;0;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.54701;0.00467236;-6.71864e-09;-7.37389e-07;-3.41995e-07;-5.92608e-10;1676678539163144463
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.232362;36.3378;0.364992;0.006286;0.045397;0.021511;0.115169;0.012222;0;0;0;0;0;0;-14.9718;0.61468;-7.92044;8.19147;0;0;0;0;0;0;0;0;-0.862051;0.0353923;-0.456046;0.471652;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.5708;-0.144194;1.57693;0.0122719;-0.019984;0.49297;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.54808;-0.144796;1.56492;0.0246996;-0.021518;0.493849;0.04;0;0.32;0;0;0.016;0;0;0.256;0.16;0;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.524945;0.00451376;-6.28641e-09;-7.40054e-07;-3.40564e-07;-4.20995e-10;1676678539165952649
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.234248;31.4952;0.341944;0.003842;0.045816;0.014666;0.108185;0.011873;0;0;0;0;0;0;-13.9462;0.572572;-7.37787;7.63033;0;0;0;0;0;0;0;0;-1.00151;0.041118;-0.529825;0.547955;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.5708;-0.144194;1.57693;0.0122719;-0.019984;0.49297;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.53876;-0.144413;1.55999;0.0297976;-0.021518;0.493849;0.05;0;0.32;0;0;0.016;0;0;0.256;0.16;0;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.505584;0.00437744;-5.88063e-09;-7.43881e-07;-3.39257e-07;-2.41828e-10;1676678539168227455
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.168458;31.5745;0.246192;0.002375;0.034292;0.007194;0.080667;0.006775;0;0;0;0;0;0;-12.9709;0.532534;-6.86195;7.09677;0;0;0;0;0;0;0;0;-1.13122;0.0464433;-0.598444;0.618923;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.5708;-0.144194;1.57693;0.0122719;-0.019984;0.49297;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.5281;-0.143975;1.55435;0.035632;-0.021518;0.493849;0.06;0;0.32;0;0;0.016;0;0;0.256;0.16;0;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.488755;0.00426184;-5.50073e-09;-7.48518e-07;-3.38024e-07;-5.89217e-11;1676678539170525100
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.103575;34.264;0.157562;0.002375;0.028635;0.009569;0.046096;0.006216;0;0;0;0;0;0;-12.044;0.494476;-6.37155;6.58958;0;0;0;0;0;0;0;0;-1.25166;0.0513881;-0.66216;0.684819;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.5708;-0.144194;1.57693;0.0122719;-0.019984;0.49297;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.51619;-0.143486;1.54804;0.0421507;-0.021518;0.493849;0.07;0;0.32;0;0;0.016;0;0;0.256;0.16;0;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.474292;0.00416546;-5.14606e-09;-7.53643e-07;-3.36819e-07;1.24471e-10;1676678539172963615
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.122851;34.3902;0.187245;0.031498;0.034293;0.020045;0.055315;0.007543;0;0;0;0;0;0;-11.1631;0.458311;-5.90555;6.10763;0;0;0;0;0;0;0;0;-1.36329;0.0559712;-0.721215;0.745895;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.5708;-0.144194;1.57693;0.0122719;-0.019984;0.49297;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.50311;-0.142949;1.54113;0.0493043;-0.021518;0.493849;0.08;0;0.32;0;0;0;0;0;0.256;0.16;0.032;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.462035;0.0040869;-4.8159e-09;-7.58961e-07;-3.35593e-07;3.05579e-10;1676678539176935919
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.211899;35.9781;0.330979;0.002933;0.03527;0.015225;0.100223;0.008241;0;0;0;0;0;0;-10.3263;0.423957;-5.46288;5.64982;0;0;0;0;0;0;0;0;-1.46656;0.0602108;-0.775844;0.802393;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.5708;-0.144194;1.57693;0.0122719;-0.019984;0.49297;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.48896;-0.142368;1.53364;0.0570457;-0.021518;0.493849;0.09;0;0.32;0;0;0;0;0;0.256;0.16;0.032;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.45183;0.00402483;-4.50944e-09;-7.64204e-07;-3.34297e-07;4.82052e-10;1676678539179265342
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.175372;31.7292;0.256877;0.00426;0.039531;0.012851;0.080527;0.008171;0;0;0;0;0;0;-9.53174;0.391334;-5.04253;5.21508;0;0;0;0;0;0;0;0;-1.56187;0.0641241;-0.826269;0.854544;0;0;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.5;1.5708;-0.144194;1.57693;0.0122719;-0.019984;0.49297;1.5708;0.145728;-1.57386;-0.00766993;0.02757;0.499121;1.47382;-0.141747;1.52563;0.0653304;-0.021518;0.493849;0.1;0;0.32;0;0;0;0;0;0.256;0.16;0.032;0;0;-0.094646;-0.00117834;0;-6.07021e-07;-3.02213e-07;0;0.443527;0.00397797;-4.22578e-09;-7.69129e-07;-3.32888e-07;6.51911e-10;1676678539182259935
